kmeans_cluster,dbscan_cluster,calculated_RUL_tons,RUL_Class
0,0,13262,Low
2,0,13259,Low
1,1,13254,Low
2,0,13253,Medium
2,0,13250,Healthy
0,0,13245,Medium
0,0,13245,Medium
1,1,13234,Medium
0,0,13221,Healthy
0,0,13221,Healthy
0,0,13221,Healthy
0,0,13221,Healthy
0,0,13221,Healthy
0,0,13210,Low
0,0,13204,Medium
2,0,13204,Medium
0,0,13204,Medium
2,0,13204,Medium
2,0,13204,Medium
2,0,13193,Low
2,0,13191,Healthy
1,1,13189,Medium
2,0,13188,Medium
0,6,13185,Critical
1,1,13184,Low
2,0,13182,Low
2,0,13179,Low
2,0,13174,Medium
2,0,13173,Low
2,0,13173,Healthy
0,0,13172,Critical
2,0,13170,Low
2,0,13170,Medium
2,0,13170,Critical
1,1,13163,Low
2,0,13160,Low
0,0,13160,Critical
2,0,13160,Low
0,0,13159,Low
0,0,13153,Healthy
1,1,13153,Low
1,1,13153,Low
1,1,13153,Low
1,1,13153,Low
2,0,13148,Low
2,0,13148,Critical
2,0,13148,Low
2,0,13148,Low
2,0,13139,Critical
2,0,13128,Low
0,0,13126,Critical
2,0,13120,Critical
2,0,13119,Critical
0,0,13111,Low
0,0,13107,Critical
0,0,13107,Critical
0,0,13107,Critical
0,0,13106,Critical
2,0,13105,Critical
1,1,13103,Low
0,0,13102,Critical
0,0,13102,Critical
3,2,13101,Healthy
0,0,13101,Healthy
2,0,13099,Medium
2,0,13099,Medium
2,0,13099,Medium
2,0,13099,Medium
0,0,13096,Low
2,0,13093,Low
2,0,13090,Healthy
2,0,13084,Medium
0,0,13079,Medium
0,0,13079,Medium
1,1,13071,Medium
0,0,13055,Healthy
0,0,13055,Healthy
0,0,13055,Healthy
0,0,13055,Healthy
0,0,13055,Healthy
1,1,13048,Low
0,0,13047,Medium
2,0,13047,Medium
0,0,13047,Medium
2,0,13047,Medium
2,0,13047,Medium
2,0,13027,Critical
2,0,13025,Healthy
0,0,13022,Critical
1,1,13019,Medium
2,0,13018,Medium
2,0,13016,Low
2,0,13015,Low
1,1,13014,Low
2,0,13013,Medium
0,0,13009,Critical
2,0,13007,Low
2,0,13007,Medium
2,0,13007,Critical
2,0,13006,Low
2,0,13006,Healthy
0,0,13003,Low
0,0,13003,Critical
0,0,13003,Low
1,1,12997,Low
0,0,12993,Low
2,0,12991,Low
2,0,12984,Low
2,0,12984,Critical
0,0,12984,Healthy
2,0,12984,Low
1,1,12983,Low
1,1,12983,Low
1,1,12983,Low
1,1,12983,Low
0,0,12982,Critical
2,0,12971,Low
0,0,12963,Critical
0,0,12957,Critical
0,0,12955,Critical
0,0,12954,Low
2,0,12951,Critical
0,0,12944,Critical
0,0,12944,Critical
0,0,12944,Critical
2,0,12944,Critical
2,0,12944,Critical
0,0,12942,Critical
0,0,12941,Healthy
1,1,12939,Critical
0,0,12936,Low
2,0,12929,Healthy
0,0,12929,Medium
0,0,12929,Medium
0,0,12929,Medium
0,0,12929,Medium
0,0,12927,Low
1,0,12926,Healthy
2,0,12918,Medium
0,0,12909,Medium
0,0,12909,Medium
1,1,12903,Medium
0,0,12886,Healthy
0,0,12886,Healthy
0,0,12886,Healthy
0,0,12886,Healthy
0,0,12886,Healthy
2,0,12885,Low
2,0,12881,Medium
2,0,12881,Medium
2,0,12881,Medium
2,0,12881,Medium
2,0,12881,Medium
2,0,12867,Critical
2,0,12861,Healthy
0,0,12856,Critical
2,0,12855,Medium
1,1,12855,Medium
1,1,12850,Low
2,0,12850,Medium
2,0,12849,Low
0,0,12849,Critical
2,0,12846,Low
0,0,12844,Low
0,0,12844,Medium
0,0,12844,Critical
2,0,12843,Healthy
2,0,12843,Low
0,0,12840,Critical
0,0,12840,Low
0,0,12840,Low
2,0,12834,Low
1,1,12832,Low
0,0,12827,Healthy
0,0,12827,Low
1,1,12817,Low
1,1,12817,Low
1,1,12817,Low
1,1,12817,Low
2,0,12810,Low
2,0,12810,Low
2,0,12810,Critical
0,0,12806,Critical
2,0,12801,Low
0,-1,12793,Critical
2,0,12792,Critical
2,0,12790,Critical
0,0,12788,Critical
0,0,12788,Low
0,0,12788,Critical
0,0,12784,Critical
2,0,12784,Critical
0,0,12784,Critical
0,0,12779,Low
0,0,12778,Healthy
0,0,12778,Critical
0,0,12778,Critical
1,1,12773,Critical
2,0,12766,Healthy
0,0,12763,Medium
0,0,12763,Medium
0,0,12763,Medium
0,0,12763,Medium
2,0,12761,Healthy
0,0,12760,Low
2,0,12749,Medium
0,0,12731,Medium
0,0,12731,Medium
1,1,12727,Medium
2,0,12724,Low
0,0,12717,Healthy
0,0,12717,Healthy
0,0,12717,Healthy
0,0,12717,Healthy
0,0,12717,Healthy
2,0,12716,Medium
2,0,12716,Medium
2,0,12716,Medium
2,0,12716,Medium
2,0,12716,Medium
2,0,12695,Healthy
2,0,12695,Medium
2,0,12694,Critical
0,0,12692,Critical
1,1,12691,Medium
0,0,12690,Low
0,0,12690,Medium
0,0,12690,Critical
0,6,12689,Critical
0,0,12687,Medium
1,1,12686,Low
2,0,12686,Low
2,0,12683,Low
2,0,12680,Low
2,0,12680,Critical
2,0,12680,Low
2,0,12677,Low
2,0,12677,Healthy
2,0,12671,Low
2,5,12667,Low
2,5,12667,Healthy
0,0,12666,Low
0,0,12664,Healthy
2,0,12655,Low
2,0,12655,Low
2,0,12655,Critical
1,1,12649,Low
1,1,12649,Low
1,1,12649,Low
1,1,12649,Low
0,0,12643,Critical
2,0,12641,Critical
0,0,12631,Critical
0,0,12630,Critical
2,0,12629,Critical
0,0,12625,Low
2,0,12624,Critical
0,0,12622,Critical
2,0,12619,Low
0,0,12618,Critical
0,0,12618,Critical
0,0,12618,Critical
0,0,12615,Critical
0,0,12615,Critical
0,0,12612,Healthy
1,1,12607,Critical
2,0,12603,Healthy
2,0,12601,Healthy
0,0,12597,Medium
0,0,12597,Medium
0,0,12597,Medium
0,0,12597,Medium
2,0,12591,Medium
0,0,12591,Low
2,5,12563,Medium
2,0,12561,Low
0,0,12558,Medium
0,0,12558,Medium
0,0,12553,Healthy
0,0,12553,Healthy
0,0,12553,Healthy
0,0,12553,Healthy
0,0,12553,Healthy
2,0,12553,Medium
2,0,12553,Medium
2,0,12553,Medium
2,0,12553,Medium
2,0,12553,Medium
2,0,12534,Critical
0,0,12533,Medium
2,0,12530,Critical
0,0,12529,Critical
0,0,12527,Low
0,0,12527,Low
0,0,12527,Critical
2,0,12526,Healthy
2,0,12525,Medium
1,1,12523,Medium
1,1,12523,Low
2,0,12523,Low
2,0,12522,Low
0,0,12511,Low
2,0,12511,Low
0,0,12511,Critical
0,0,12511,Low
2,0,12508,Low
2,0,12508,Healthy
2,5,12506,Healthy
2,5,12506,Low
0,0,12503,Low
0,0,12495,Healthy
2,0,12486,Low
2,0,12486,Low
2,0,12486,Critical
1,1,12483,Low
1,1,12483,Low
1,1,12483,Low
1,1,12483,Low
2,0,12478,Critical
0,0,12470,Critical
2,0,12467,Critical
0,0,12465,Low
2,0,12465,Low
0,0,12465,Critical
2,0,12463,Critical
0,0,12458,Critical
0,0,12458,Critical
0,0,12458,Critical
0,0,12456,Critical
0,0,12456,Healthy
0,0,12455,Critical
0,0,12455,Critical
2,0,12450,Critical
1,1,12443,Critical
2,0,12441,Healthy
2,0,12439,Healthy
0,0,12431,Medium
0,0,12431,Medium
0,0,12431,Medium
0,0,12431,Medium
0,0,12425,Medium
0,0,12413,Low
2,0,12407,Low
2,5,12402,Medium
0,0,12392,Medium
0,0,12392,Medium
0,0,12390,Medium
0,0,12390,Medium
0,0,12390,Medium
0,0,12390,Medium
0,0,12390,Medium
0,0,12387,Healthy
0,0,12387,Healthy
0,0,12387,Healthy
0,0,12387,Healthy
0,0,12387,Healthy
0,0,12375,Critical
2,0,12373,Critical
0,0,12370,Low
2,0,12365,Critical
2,0,12362,Healthy
2,0,12362,Medium
0,0,12360,Low
0,0,12360,Low
0,0,12360,Critical
1,1,12355,Medium
2,0,12353,Low
2,0,12353,Critical
1,1,12353,Low
2,0,12347,Healthy
2,0,12347,Low
2,0,12344,Low
2,0,12344,Healthy
0,0,12341,Critical
0,0,12341,Low
2,0,12341,Low
2,0,12341,Low
0,0,12335,Healthy
0,0,12334,Critical
2,0,12322,Low
2,0,12322,Low
2,0,12322,Critical
2,0,12319,Critical
1,1,12317,Low
1,1,12317,Low
1,1,12317,Low
1,1,12317,Low
0,0,12308,Low
0,0,12307,Critical
0,0,12302,Low
0,0,12302,Critical
0,0,12301,Critical
0,0,12301,Critical
0,0,12300,Critical
2,0,12297,Critical
0,0,12293,Critical
0,0,12292,Critical
0,0,12292,Critical
0,0,12292,Critical
0,0,12290,Medium
0,0,12289,Critical
1,1,12281,Critical
2,0,12278,Healthy
2,0,12270,Healthy
2,0,12262,Medium
0,0,12258,Medium
0,0,12258,Medium
0,0,12258,Medium
0,0,12258,Medium
2,0,12242,Medium
2,0,12240,Low
0,0,12240,Low
0,0,12230,Medium
0,0,12230,Medium
0,0,12230,Medium
0,0,12230,Medium
0,0,12230,Medium
0,0,12221,Healthy
0,0,12221,Healthy
0,0,12221,Healthy
0,0,12221,Healthy
0,0,12221,Healthy
0,0,12220,Medium
0,0,12220,Medium
0,0,12211,Critical
0,0,12210,Critical
2,0,12206,Medium
0,0,12203,Low
2,0,12202,Healthy
0,0,12201,Critical
0,0,12197,Low
0,0,12197,Critical
0,0,12197,Low
2,0,12190,Critical
2,0,12187,Low
1,1,12187,Medium
1,1,12187,Low
0,0,12184,Critical
2,0,12184,Healthy
0,0,12184,Low
0,0,12184,Low
2,0,12184,Low
2,0,12179,Low
2,0,12179,Healthy
0,0,12178,Healthy
0,0,12174,Critical
2,0,12172,Low
0,0,12156,Low
0,0,12156,Low
0,0,12156,Critical
0,0,12153,Critical
1,1,12147,Low
1,1,12147,Low
1,1,12147,Low
1,1,12147,Low
0,0,12145,Low
0,0,12141,Low
0,0,12141,Critical
0,0,12138,Critical
0,0,12138,Critical
1,-1,12135,Critical
1,-1,12135,Critical
1,-1,12135,Critical
2,0,12134,Critical
0,0,12133,Critical
0,0,12133,Medium
0,0,12129,Critical
2,0,12129,Critical
1,1,12118,Critical
2,0,12114,Healthy
2,0,12107,Healthy
2,0,12093,Medium
2,0,12092,Medium
2,0,12092,Medium
2,0,12092,Medium
2,0,12092,Medium
2,0,12075,Medium
2,0,12074,Low
0,0,12074,Low
2,0,12073,Medium
2,0,12073,Medium
2,0,12073,Medium
2,0,12073,Medium
2,0,12073,Medium
0,0,12056,Medium
0,0,12056,Medium
0,0,12055,Healthy
0,0,12055,Healthy
0,0,12055,Healthy
0,0,12055,Healthy
0,0,12055,Healthy
0,0,12045,Critical
0,0,12044,Critical
2,0,12043,Medium
0,0,12040,Low
0,0,12037,Low
0,0,12037,Low
0,0,12037,Critical
2,0,12036,Healthy
2,0,12035,Critical
2,0,12034,Critical
0,0,12030,Low
0,0,12030,Critical
0,0,12030,Low
2,0,12024,Low
2,0,12023,Medium
1,1,12019,Low
2,0,12018,Low
2,0,12018,Healthy
0,0,12015,Low
0,0,12014,Critical
2,0,12010,Low
2,0,12010,Healthy
0,0,12008,Healthy
0,0,11996,Critical
2,0,11993,Low
2,0,11993,Low
2,0,11993,Critical
0,0,11984,Critical
1,1,11983,Low
1,1,11983,Low
1,1,11983,Low
1,1,11983,Low
0,0,11981,Critical
0,0,11981,Critical
0,0,11981,Critical
0,0,11978,Low
2,0,11975,Critical
0,0,11975,Low
2,0,11971,Critical
0,0,11968,Critical
0,0,11968,Critical
0,0,11968,Critical
2,0,11967,Critical
2,0,11965,Critical
0,0,11962,Medium
1,1,11954,Critical
2,0,11951,Healthy
2,0,11937,Healthy
2,0,11936,Medium
2,0,11926,Medium
2,0,11926,Medium
2,0,11926,Medium
2,0,11926,Medium
2,0,11917,Low
0,0,11907,Medium
0,0,11907,Medium
0,0,11907,Medium
0,0,11907,Medium
0,0,11907,Medium
2,0,11906,Medium
0,0,11902,Low
0,0,11894,Critical
0,0,11890,Medium
0,0,11890,Medium
0,0,11888,Healthy
0,0,11888,Healthy
0,0,11888,Healthy
0,0,11888,Healthy
0,0,11888,Healthy
2,0,11887,Critical
0,0,11880,Low
2,0,11872,Medium
2,0,11870,Critical
2,0,11870,Medium
0,0,11868,Low
0,0,11868,Low
0,0,11868,Critical
0,0,11864,Low
0,0,11864,Critical
0,0,11864,Low
2,0,11863,Critical
0,0,11861,Low
2,0,11857,Low
2,0,11854,Low
2,0,11854,Medium
1,1,11853,Low
2,0,11850,Medium
2,0,11845,Healthy
2,0,11845,Low
0,0,11842,Healthy
0,0,11841,Critical
0,0,11839,Critical
0,0,11830,Critical
0,0,11826,Low
0,0,11826,Low
0,0,11826,Critical
0,0,11820,Critical
0,0,11820,Critical
0,0,11818,Low
0,0,11818,Critical
0,0,11815,Low
1,1,11813,Low
1,1,11813,Low
1,1,11813,Low
1,1,11813,Low
0,0,11809,Critical
0,0,11805,Critical
0,0,11805,Critical
0,0,11805,Critical
0,0,11805,Critical
2,0,11802,Critical
2,0,11801,Critical
2,0,11790,Medium
1,1,11786,Critical
2,0,11782,Healthy
2,0,11780,Healthy
2,0,11773,Medium
2,0,11756,Medium
2,0,11756,Medium
2,0,11756,Medium
2,0,11756,Medium
0,0,11753,Low
2,0,11741,Medium
2,0,11741,Medium
2,0,11741,Medium
2,0,11741,Medium
2,0,11741,Medium
2,0,11740,Medium
0,0,11738,Low
0,0,11734,Healthy
0,0,11734,Healthy
0,0,11734,Healthy
0,0,11734,Healthy
0,0,11734,Healthy
0,0,11731,Critical
0,0,11721,Medium
0,0,11721,Medium
0,0,11718,Critical
0,0,11711,Low
2,0,11707,Medium
0,0,11705,Low
0,0,11705,Critical
0,0,11705,Low
2,0,11703,Medium
0,0,11701,Low
0,0,11701,Critical
0,0,11701,Low
2,0,11700,Critical
2,0,11698,Critical
0,0,11695,Low
2,0,11692,Critical
2,0,11690,Medium
2,0,11688,Low
1,1,11687,Critical
2,0,11685,Low
2,0,11685,Medium
2,0,11681,Healthy
2,0,11680,Healthy
2,0,11680,Low
0,0,11679,Critical
0,0,11667,Critical
2,0,11663,Low
2,0,11663,Low
2,0,11663,Critical
0,0,11658,Low
0,0,11655,Low
0,0,11654,Critical
0,0,11654,Critical
1,1,11654,Low
1,1,11654,Low
1,1,11654,Low
1,1,11654,Low
0,0,11652,Critical
2,0,11643,Critical
0,0,11642,Critical
0,0,11642,Critical
0,0,11642,Critical
0,0,11642,Critical
0,0,11635,Critical
2,0,11627,Critical
1,1,11626,Critical
2,0,11621,Medium
2,0,11620,Healthy
2,0,11619,Healthy
2,0,11606,Medium
0,0,11581,Low
2,0,11578,Medium
2,0,11578,Medium
2,0,11578,Medium
2,0,11578,Medium
2,0,11575,Medium
2,0,11574,Medium
2,0,11574,Medium
2,0,11574,Medium
2,0,11574,Medium
2,0,11574,Medium
0,0,11572,Low
0,0,11571,Critical
0,0,11568,Healthy
0,0,11568,Healthy
0,0,11568,Healthy
0,0,11568,Healthy
0,0,11568,Healthy
2,0,11564,Critical
0,0,11548,Medium
0,0,11548,Medium
0,0,11548,Low
0,0,11538,Low
0,0,11538,Critical
0,0,11538,Low
0,0,11538,Low
0,0,11538,Critical
0,0,11538,Low
2,0,11538,Medium
2,0,11535,Critical
2,0,11534,Medium
2,0,11534,Critical
0,0,11532,Low
2,0,11525,Low
2,0,11524,Medium
2,0,11522,Low
2,0,11522,Healthy
1,1,11517,Critical
2,0,11517,Critical
2,0,11515,Healthy
2,0,11515,Low
2,0,11515,Medium
0,0,11512,Critical
0,0,11507,Critical
0,0,11498,Low
0,0,11497,Critical
0,0,11497,Critical
0,0,11495,Critical
0,0,11495,Low
0,0,11491,Low
0,0,11491,Critical
0,0,11491,Low
1,1,11488,Low
1,1,11488,Low
1,1,11488,Low
1,1,11488,Low
0,0,11482,Critical
0,0,11482,Critical
0,0,11482,Critical
0,0,11482,Critical
2,0,11480,Critical
0,0,11478,Critical
0,0,11466,Critical
1,1,11462,Critical
2,0,11457,Healthy
2,0,11452,Medium
2,0,11449,Healthy
2,0,11443,Medium
2,0,11418,Medium
0,0,11414,Critical
2,0,11412,Low
0,0,11411,Medium
0,0,11411,Medium
0,0,11411,Medium
0,0,11411,Medium
0,0,11411,Medium
0,0,11408,Healthy
0,0,11408,Healthy
0,0,11408,Healthy
0,0,11408,Healthy
0,0,11408,Healthy
2,0,11405,Medium
2,0,11405,Medium
2,0,11405,Medium
2,0,11405,Medium
2,0,11404,Critical
0,0,11403,Low
0,0,11385,Medium
0,0,11385,Medium
0,0,11381,Low
2,0,11379,Critical
0,0,11375,Low
0,0,11375,Critical
0,0,11375,Low
2,0,11372,Low
0,0,11372,Critical
2,0,11372,Low
2,0,11371,Medium
0,0,11369,Low
2,0,11367,Medium
2,0,11365,Critical
2,0,11364,Low
2,0,11363,Healthy
2,0,11363,Low
2,0,11360,Medium
1,1,11353,Critical
2,0,11352,Healthy
2,0,11352,Critical
2,0,11349,Medium
2,0,11349,Low
0,0,11344,Critical
0,0,11344,Critical
0,0,11335,Critical
0,0,11334,Critical
0,0,11334,Critical
0,0,11332,Low
0,0,11329,Low
0,0,11328,Critical
2,0,11328,Low
2,0,11328,Low
2,0,11328,Critical
0,0,11325,Critical
0,0,11325,Critical
0,0,11325,Critical
1,1,11324,Low
1,1,11324,Low
1,1,11324,Low
1,1,11324,Low
0,0,11316,Critical
2,0,11306,Critical
0,0,11306,Critical
1,1,11297,Critical
2,0,11292,Healthy
2,0,11285,Healthy
2,0,11283,Medium
2,0,11280,Medium
2,0,11259,Medium
2,0,11251,Low
0,0,11248,Critical
0,0,11247,Critical
0,0,11245,Medium
0,0,11245,Medium
0,0,11245,Medium
0,0,11245,Medium
0,0,11245,Medium
0,0,11239,Medium
0,0,11239,Medium
0,0,11239,Medium
0,0,11239,Medium
0,0,11233,Healthy
0,0,11233,Healthy
0,0,11233,Healthy
0,0,11233,Healthy
0,0,11233,Healthy
0,0,11230,Low
0,0,11222,Medium
0,0,11222,Medium
0,0,11218,Low
2,0,11215,Critical
2,0,11211,Low
2,0,11211,Critical
2,0,11211,Low
2,0,11211,Medium
0,0,11210,Low
0,0,11210,Critical
0,0,11210,Low
2,0,11207,Medium
2,0,11202,Low
2,0,11199,Critical
2,0,11198,Low
2,0,11197,Low
2,0,11194,Healthy
2,0,11194,Low
2,0,11189,Medium
2,0,11189,Low
2,0,11185,Healthy
1,1,11183,Critical
2,0,11180,Critical
0,0,11177,Critical
0,0,11172,Critical
0,0,11172,Critical
0,0,11171,Critical
0,0,11171,Critical
0,0,11169,Low
0,0,11165,Low
0,0,11165,Critical
0,0,11161,Low
0,0,11161,Low
0,0,11161,Critical
0,0,11159,Critical
2,0,11159,Critical
0,0,11159,Critical
0,0,11156,Critical
1,1,11156,Low
1,1,11156,Low
1,1,11156,Low
1,1,11156,Low
2,0,11152,Critical
2,0,11136,Critical
1,1,11135,Critical
2,0,11131,Healthy
2,0,11123,Medium
2,0,11121,Healthy
2,0,11111,Medium
2,0,11110,Healthy
2,0,11089,Low
0,0,11085,Critical
0,0,11082,Medium
0,0,11082,Medium
0,0,11082,Medium
0,0,11082,Medium
0,0,11082,Medium
2,0,11082,Low
0,0,11080,Critical
2,0,11076,Medium
2,0,11076,Medium
2,0,11076,Medium
2,0,11076,Medium
0,0,11067,Low
2,0,11057,Healthy
2,0,11057,Healthy
2,0,11057,Healthy
2,0,11057,Healthy
2,0,11057,Healthy
0,0,11053,Low
0,0,11052,Critical
2,0,11047,Medium
0,0,11047,Medium
0,0,11047,Medium
0,-1,11045,Critical
2,0,11045,Low
0,0,11045,Critical
2,0,11045,Low
0,0,11043,Low
0,0,11043,Low
0,0,11043,Critical
2,0,11042,Low
2,0,11039,Medium
2,0,11039,Critical
2,0,11035,Low
2,0,11034,Low
2,0,11030,Healthy
2,0,11030,Low
2,0,11029,Low
2,0,11029,Medium
1,1,11023,Critical
0,0,11019,Healthy
0,0,11017,Critical
0,0,11011,Critical
0,0,11011,Critical
2,0,11011,Critical
0,0,11008,Low
0,0,11008,Critical
0,0,11005,Critical
0,0,11002,Critical
0,0,10999,Low
1,1,10998,Low
1,1,10998,Low
1,1,10998,Low
1,1,10998,Low
0,0,10989,Low
0,0,10989,Low
0,0,10989,Critical
2,0,10988,Critical
2,0,10988,Critical
2,0,10988,Critical
0,0,10986,Critical
1,1,10975,Critical
0,0,10970,Critical
2,0,10968,Healthy
2,0,10966,Medium
2,0,10949,Healthy
2,0,10945,Medium
2,0,10944,Healthy
0,0,10931,Critical
2,0,10926,Low
2,0,10922,Medium
0,0,10922,Medium
2,0,10922,Medium
0,0,10922,Medium
2,0,10922,Medium
0,0,10921,Low
0,0,10911,Critical
0,0,10910,Low
0,0,10910,Low
0,0,10910,Low
0,0,10910,Low
0,0,10904,Low
2,0,10900,Healthy
2,0,10900,Healthy
2,0,10900,Healthy
2,0,10900,Healthy
2,0,10900,Healthy
2,0,10889,Critical
2,0,10886,Critical
0,0,10886,Low
2,0,10886,Low
2,0,10886,Low
0,0,10883,Medium
0,0,10883,Low
0,0,10883,Low
0,0,10883,Critical
0,0,10883,Medium
0,0,10883,Medium
0,0,10879,Critical
2,0,10875,Low
2,0,10872,Medium
2,0,10867,Low
2,0,10866,Critical
0,0,10865,Low
2,0,10865,Low
0,0,10865,Medium
2,0,10860,Critical
2,0,10858,Critical
2,0,10858,Healthy
1,1,10857,Critical
2,0,10857,Critical
0,0,10851,Critical
0,0,10851,Critical
0,0,10848,Low
0,0,10848,Critical
0,0,10847,Healthy
0,0,10845,Critical
2,0,10836,Critical
2,0,10836,Critical
2,0,10836,Critical
2,0,10836,Critical
1,1,10833,Low
1,1,10833,Low
1,1,10833,Low
1,1,10833,Low
0,0,10830,Low
0,0,10819,Low
0,0,10819,Low
0,0,10819,Critical
2,0,10819,Critical
1,1,10816,Critical
0,0,10807,Critical
2,0,10800,Medium
2,0,10796,Healthy
0,0,10782,Medium
2,0,10774,Medium
2,0,10774,Healthy
0,0,10760,Critical
2,0,10755,Medium
2,0,10755,Medium
2,0,10755,Medium
2,0,10755,Medium
2,0,10755,Medium
2,0,10755,Low
2,0,10754,Low
2,0,10750,Low
2,0,10750,Low
2,0,10750,Low
0,0,10750,Low
0,0,10745,Critical
2,0,10734,Healthy
2,0,10734,Healthy
2,0,10734,Healthy
2,0,10734,Healthy
2,0,10734,Healthy
0,0,10729,Low
0,0,10726,Medium
0,0,10726,Low
0,0,10726,Medium
0,0,10726,Medium
0,0,10726,Healthy
0,0,10726,Healthy
2,0,10725,Critical
0,0,10719,Low
0,0,10719,Critical
0,0,10719,Critical
0,0,10719,Critical
2,0,10717,Low
2,0,10717,Low
2,0,10717,Critical
2,0,10717,Low
2,0,10706,Medium
2,0,10704,Low
2,0,10703,Critical
2,0,10700,Critical
0,0,10699,Low
0,0,10699,Low
0,0,10699,Medium
0,0,10697,Critical
2,0,10695,Healthy
2,0,10695,Critical
1,1,10694,Critical
0,0,10687,Critical
0,0,10687,Critical
0,0,10685,Low
0,0,10681,Critical
0,0,10681,Healthy
0,0,10679,Critical
0,0,10679,Critical
0,0,10679,Critical
0,0,10676,Critical
1,1,10675,Low
1,1,10675,Low
1,1,10675,Low
1,1,10675,Low
0,0,10664,Critical
0,0,10664,Low
1,1,10658,Critical
2,0,10656,Critical
0,0,10656,Low
0,0,10656,Critical
2,0,10656,Low
0,0,10650,Critical
2,0,10646,Medium
2,0,10621,Healthy
2,0,10618,Medium
2,0,10614,Medium
2,0,10608,Healthy
0,0,10602,Critical
2,0,10592,Medium
0,0,10592,Medium
2,0,10592,Medium
0,0,10592,Medium
2,0,10592,Medium
2,0,10592,Low
2,0,10590,Low
2,0,10586,Low
2,0,10586,Low
2,0,10586,Low
2,0,10586,Low
0,0,10575,Critical
0,0,10569,Medium
0,0,10569,Low
0,0,10569,Low
0,0,10569,Healthy
0,0,10569,Healthy
2,0,10568,Healthy
2,0,10568,Healthy
2,0,10568,Healthy
2,0,10568,Healthy
2,0,10568,Healthy
0,0,10565,Low
0,0,10562,Low
0,0,10562,Critical
0,0,10562,Critical
0,0,10562,Low
2,0,10562,Critical
2,0,10560,Low
2,0,10560,Low
2,0,10560,Critical
2,0,10560,Low
0,0,10556,Critical
2,0,10546,Medium
0,0,10543,Critical
2,0,10535,Low
2,0,10534,Critical
2,0,10534,Critical
2,0,10534,Critical
0,0,10533,Low
0,0,10533,Low
0,0,10533,Medium
2,0,10531,Healthy
2,0,10531,Critical
0,0,10531,Critical
1,1,10526,Critical
0,0,10524,Critical
2,0,10522,Critical
2,0,10522,Critical
2,0,10522,Critical
0,0,10519,Low
0,0,10514,Healthy
1,1,10511,Low
1,1,10511,Low
1,1,10511,Low
1,1,10511,Low
0,0,10507,Critical
0,0,10504,Low
2,0,10501,Critical
0,0,10493,Critical
2,0,10493,Low
2,0,10493,Critical
2,0,10493,Critical
2,0,10491,Critical
0,0,10484,Critical
2,0,10479,Medium
2,0,10455,Healthy
2,0,10455,Medium
2,0,10442,Medium
2,0,10439,Healthy
2,0,10429,Low
2,0,10429,Low
2,0,10429,Low
2,0,10429,Low
0,0,10428,Critical
2,0,10427,Low
0,0,10425,Low
2,0,10423,Medium
0,0,10423,Medium
2,0,10423,Medium
0,0,10423,Medium
2,0,10423,Medium
0,0,10412,Critical
0,0,10409,Medium
0,0,10409,Healthy
0,0,10409,Healthy
2,0,10409,Low
2,0,10409,Low
0,0,10408,Low
2,0,10407,Low
2,0,10407,Low
2,0,10407,Critical
2,0,10407,Critical
2,0,10407,Critical
2,0,10403,Low
2,0,10403,Critical
2,0,10403,Low
2,0,10403,Low
2,0,10398,Medium
2,0,10398,Medium
2,0,10398,Medium
2,0,10398,Medium
2,0,10398,Medium
0,0,10393,Critical
2,0,10373,Critical
2,0,10373,Critical
2,0,10373,Critical
2,0,10373,Critical
2,0,10372,Low
0,0,10371,Critical
2,0,10370,Medium
1,1,10368,Critical
2,0,10368,Critical
2,0,10368,Critical
2,0,10368,Critical
2,0,10365,Healthy
2,0,10365,Critical
0,0,10363,Low
0,0,10363,Low
0,0,10363,Medium
0,0,10361,Critical
0,0,10359,Low
2,0,10351,Medium
1,1,10347,Low
1,1,10347,Low
1,1,10347,Low
1,1,10347,Low
0,0,10340,Critical
0,0,10337,Critical
0,0,10334,Low
0,0,10333,Critical
2,0,10322,Medium
2,0,10319,Critical
0,0,10318,Critical
0,0,10317,Critical
0,0,10317,Critical
0,0,10317,Critical
0,0,10291,Medium
2,0,10286,Medium
2,0,10283,Medium
2,0,10279,Healthy
0,0,10274,Critical
0,0,10266,Low
0,0,10266,Low
0,0,10266,Low
0,0,10266,Low
0,0,10266,Low
2,0,10263,Low
2,0,10263,Low
2,0,10263,Low
2,0,10263,Low
2,0,10261,Low
2,0,10258,Low
0,0,10251,Low
2,0,10249,Low
2,0,10249,Low
2,0,10249,Critical
2,0,10249,Low
2,0,10246,Medium
2,0,10246,Low
2,0,10246,Low
2,0,10246,Healthy
2,0,10246,Healthy
0,0,10243,Critical
0,0,10236,Critical
2,0,10235,Low
2,0,10235,Critical
2,0,10235,Critical
2,0,10235,Low
2,0,10235,Critical
2,0,10226,Medium
2,0,10226,Medium
2,0,10226,Medium
2,0,10226,Medium
2,0,10226,Medium
0,-1,10222,Critical
0,0,10213,Critical
0,0,10213,Critical
2,0,10211,Low
0,0,10211,Critical
2,0,10210,Critical
2,0,10208,Healthy
2,0,10208,Critical
2,0,10207,Medium
2,0,10207,Critical
1,1,10202,Critical
2,0,10198,Critical
2,0,10198,Critical
2,0,10198,Critical
2,0,10198,Critical
0,0,10197,Low
0,0,10197,Low
0,0,10197,Medium
0,0,10190,Low
1,1,10186,Low
1,1,10186,Low
1,1,10186,Low
1,1,10186,Low
